DATE_,the_geom,COLLECTOR,SECTION_,PATROL,ROUTE,ROAD_TYPE,REF_PT,COMMENTS,DATAFILE
09/19/2000 12:00:00 AM +0000,POINT (-108.737768781781 39.157815574988646),"Shrader, Buck",2,11,006A,Main_Hwy,20,,
09/19/2000 12:00:00 AM +0000,POINT (-108.72387162745412 39.15062256526059),"Shrader, Buck",2,11,006A,Main_Hwy,21,,
09/19/2000 12:00:00 AM +0000,POINT (-108.70812279792354 39.142659312745465),"Shrader, Buck",2,11,006A,Main_Hwy,22,,
09/19/2000 12:00:00 AM +0000,POINT (-108.69300727113666 39.13478171891717),"Shrader, Buck",2,11,006A,Main_Hwy,23,,
09/19/2000 12:00:00 AM +0000,POINT (-108.67758540034791 39.12686797135159),"Shrader, Buck",2,11,006A,Main_Hwy,24,,
09/19/2000 12:00:00 AM +0000,POINT (-108.66312342412034 39.11943678045583),"Shrader, Buck",2,11,006A,Main_Hwy,25,,
09/19/2000 12:00:00 AM +0000,POINT (-108.64541741631979 39.11287359894441),"Shrader, Buck",2,11,006A,Main_Hwy,26,,
09/26/2000 12:00:00 AM +0000,POINT (-107.3689612398418 39.07303419075874),"Shrader, Buck",2,15,133A,Main_Hwy,36,,
09/26/2000 12:00:00 AM +0000,POINT (-107.36277137972931 39.08601934510084),"Shrader, Buck",2,15,133A,Main_Hwy,37,,
09/26/2000 12:00:00 AM +0000,POINT (-107.35590168567406 39.09910678566588),"Shrader, Buck",2,15,133A,Main_Hwy,38,,
09/26/2000 12:00:00 AM +0000,POINT (-107.3447294465009 39.11024085189424),"Shrader, Buck",2,15,133A,Main_Hwy,39,,
09/26/2000 12:00:00 AM +0000,POINT (-107.33313123975708 39.12082414056907),"Shrader, Buck",2,15,133A,Main_Hwy,40,,
09/26/2000 12:00:00 AM +0000,POINT (-107.31726471511782 39.12396202499853),"Shrader, Buck",2,15,133A,Main_Hwy,41,MM MISSING,
09/26/2000 12:00:00 AM +0000,POINT (-107.30074975646845 39.127522526112735),"Shrader, Buck",2,15,133A,Main_Hwy,42,,
09/26/2000 12:00:00 AM +0000,POINT (-107.28314144646724 39.129549235816214),"Shrader, Buck",2,15,133A,Main_Hwy,43,,
09/26/2000 12:00:00 AM +0000,POINT (-107.27732850260566 39.12185173470307),"Shrader, Buck",2,15,133A,Main_Hwy,44,,
09/26/2000 12:00:00 AM +0000,POINT (-107.27154693695498 39.1085223746207),"Shrader, Buck",2,15,133A,Main_Hwy,45,,
09/26/2000 12:00:00 AM +0000,POINT (-107.2697292512966 39.11074242946423),"Shrader, Buck",2,15,133A,Main_Hwy,46,,
09/26/2000 12:00:00 AM +0000,POINT (-107.27025906541421 39.12514267117267),"Shrader, Buck",2,15,133A,Main_Hwy,47,,
09/26/2000 12:00:00 AM +0000,POINT (-107.26199410393873 39.137543893930015),"Shrader, Buck",2,15,133A,Main_Hwy,48,,
09/26/2000 12:00:00 AM +0000,POINT (-107.25263934819434 39.1492357981202),"Shrader, Buck",2,15,133A,Main_Hwy,49,,
09/26/2000 12:00:00 AM +0000,POINT (-107.24912712099008 39.16361149114181),"Shrader, Buck",2,15,133A,Main_Hwy,50,MM MISSING,
09/26/2000 12:00:00 AM +0000,POINT (-107.24324862129035 39.17456617663545),"Shrader, Buck",2,15,133A,Main_Hwy,51,,
09/26/2000 12:00:00 AM +0000,POINT (-107.23639449140803 39.18770356636198),"Shrader, Buck",2,15,133A,Main_Hwy,52,,
09/26/2000 12:00:00 AM +0000,POINT (-107.23211177020687 39.201647811072235),"Shrader, Buck",2,15,133A,Main_Hwy,53,,
09/26/2000 12:00:00 AM +0000,POINT (-107.22734387207268 39.21494956958363),"Shrader, Buck",2,15,133A,Main_Hwy,54,,
09/26/2000 12:00:00 AM +0000,POINT (-107.22711639319111 39.22903445798647),"Shrader, Buck",2,15,133A,Main_Hwy,55,,
09/26/2000 12:00:00 AM +0000,POINT (-107.23383527430235 39.24242801735305),"Shrader, Buck",2,15,133A,Main_Hwy,56,MM MISSING,
09/26/2000 12:00:00 AM +0000,POINT (-107.23392291794369 39.255682895107164),"Shrader, Buck",2,15,133A,Main_Hwy,57,,
09/26/2000 12:00:00 AM +0000,POINT (-107.22748613423836 39.268896961556614),"Shrader, Buck",2,15,133A,Main_Hwy,58,,
09/26/2000 12:00:00 AM +0000,POINT (-107.2225126866486 39.2823912638125),"Shrader, Buck",2,15,133A,Main_Hwy,59,,
09/26/2000 12:00:00 AM +0000,POINT (-107.21752050579038 39.29389514374069),"Shrader, Buck",2,15,133A,Main_Hwy,60,,
09/26/2000 12:00:00 AM +0000,POINT (-107.2117063401105 39.3074479270495),"Shrader, Buck",2,15,133A,Main_Hwy,61,,
